[18Dec2024 00:48:30.398] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.12, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18Dec2024 00:48:30.402] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 21.0.4 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[18Dec2024 00:48:31.404] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[18Dec2024 00:48:31.450] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/MAALO/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[18Dec2024 00:48:31.486] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[18Dec2024 00:48:31.487] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/MAALO/servidor_minecraft
[18Dec2024 00:48:31.487] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/MAALO/servidor_minecraft/mods
[18Dec2024 00:48:31.488] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[18Dec2024 00:48:31.489] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/MAALO/servidor_minecraft/config/mods_optimizer/config.toml
[18Dec2024 00:48:31.531] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/MAALO/servidor_minecraft and mods dir /workspaces/MAALO/servidor_minecraft/mods for target SERVER in 42 ms.
[18Dec2024 00:48:31.531] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[18Dec2024 00:48:31.533] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~132 mods in /workspaces/MAALO/servidor_minecraft/mods with file extension .jar ...
[18Dec2024 00:48:31.565] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/MAALO/servidor_minecraft/mods/spellbound-weapons-v4.0.5m.jar, which is expected in some cases.
[18Dec2024 00:48:31.576] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2023-12-11T00:18:42+01:00:
[18Dec2024 00:48:31.626] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.yungsapi[1] section of the mods.toml file /workspaces/MAALO/servidor_minecraft/mods/YungsApi-1.20-Forge-4.0.5.jar!
[18Dec2024 00:48:31.644] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterdungeons[1] section of the mods.toml file /workspaces/MAALO/servidor_minecraft/mods/YungsBetterDungeons-1.20-Forge-4.0.4.jar!
[18Dec2024 00:48:31.651] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterendisland[1] section of the mods.toml file /workspaces/MAALO/servidor_minecraft/mods/YungsBetterEndIsland-1.20-Forge-2.0.6.jar!
[18Dec2024 00:48:31.655] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterwitchhuts[1] section of the mods.toml file /workspaces/MAALO/servidor_minecraft/mods/YungsBetterWitchHuts-1.20-Forge-3.0.3.jar!
[18Dec2024 00:48:31.665] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterjungletemples[1] section of the mods.toml file /workspaces/MAALO/servidor_minecraft/mods/YungsBetterJungleTemples-1.20-Forge-2.0.5.jar!
[18Dec2024 00:48:31.672] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file /workspaces/MAALO/servidor_minecraft/mods/Patchouli-1.20.1-84-FORGE.jar!
[18Dec2024 00:48:31.688] [main/ERROR] [Mods Optimizer/]: TOML file META-INF/mods.toml not found in java.util.jar.JarFile@4ebadd3d
[18Dec2024 00:48:31.689] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml file for /workspaces/MAALO/servidor_minecraft/mods/kotlinforforge-4.11.0-all.jar!
[18Dec2024 00:48:31.719] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.bettermineshafts[1] section of the mods.toml file /workspaces/MAALO/servidor_minecraft/mods/YungsBetterMineshafts-1.20-Forge-4.0.4.jar!
[18Dec2024 00:48:31.731] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for paraglider from UNKNOWN to DEFAULT
[18Dec2024 00:48:31.736] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for attributefix from CLIENT to DEFAULT
[18Dec2024 00:48:31.739] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2024-06-29-18:00:11:
[18Dec2024 00:48:31.754] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 library mods in 126 mods.
[18Dec2024 00:48:31.754] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 2 data pack mods in 126 mods.
[18Dec2024 00:48:31.755] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 client mods in 126 mods.
[18Dec2024 00:48:31.755] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 server mods in 126 mods.
[18Dec2024 00:48:31.755] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 121 default mods in 126 mods.
[18Dec2024 00:48:31.756] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[18Dec2024 00:48:31.756] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[18Dec2024 00:48:31.783] [main/INFO] [Mods Optimizer/]: | cupboard                           | 1.20.1-2.7             | FORGE    | DEFAULT           | 2024-06-24 22:44:28 |
[18Dec2024 00:48:31.783] [main/INFO] [Mods Optimizer/]: | flib                               | 0.0.14                 | FORGE    | DEFAULT           | 2024-07-02 08:55:07 |
[18Dec2024 00:48:31.784] [main/INFO] [Mods Optimizer/]: | betterendisland                    | 1.202.0-6              | FORGE    | UNKNOWN           | 2024-03-18 22:33:53 |
[18Dec2024 00:48:31.784] [main/INFO] [Mods Optimizer/]: | framework                          | 0.7.11                 | FORGE    | UNKNOWN           | 2024-10-14 04:30:55 |
[18Dec2024 00:48:31.785] [main/INFO] [Mods Optimizer/]: | bettermineshafts                   | 1.204.0-4              | FORGE    | UNKNOWN           | 2023-09-25 16:44:02 |
[18Dec2024 00:48:31.785] [main/INFO] [Mods Optimizer/]: | enchantinginfuser                  | 8.0.3                  | FORGE    | DEFAULT           | 2024-07-13 15:30:42 |
[18Dec2024 00:48:31.786] [main/INFO] [Mods Optimizer/]: | playerrevive                       | 2.0.27                 | FORGE    | DEFAULT           | 2024-08-20 16:18:26 |
[18Dec2024 00:48:31.786] [main/INFO] [Mods Optimizer/]: | cyclic                             | 1.12.11                | FORGE    | DEFAULT           | 2024-08-11 19:25:30 |
[18Dec2024 00:48:31.787] [main/INFO] [Mods Optimizer/]: | betterjungletemples                | 1.202.0-5              | FORGE    | UNKNOWN           | 2024-05-09 23:08:40 |
[18Dec2024 00:48:31.787] [main/INFO] [Mods Optimizer/]: | smartbrainlib                      | 1.15.0                 | FORGE    | DEFAULT           | 2024-08-23 14:23:32 |
[18Dec2024 00:48:31.788] [main/INFO] [Mods Optimizer/]: | soulsweapons                       | 0.0.0                  | FORGE    | DEFAULT           | 2024-12-16 04:39:04 |
[18Dec2024 00:48:31.788] [main/INFO] [Mods Optimizer/]: | cucumber                           | 7.0.11                 | FORGE    | DEFAULT           | 2024-08-01 15:20:34 |
[18Dec2024 00:48:31.788] [main/INFO] [Mods Optimizer/]: | mutantmonsters                     | 8.0.7                  | FORGE    | DEFAULT           | 2024-02-14 13:20:07 |
[18Dec2024 00:48:31.789] [main/INFO] [Mods Optimizer/]: | kleiders_custom_renderer           | 7.2.0                  | FORGE    | UNKNOWN           | 2024-12-16 04:38:50 |
[18Dec2024 00:48:31.789] [main/INFO] [Mods Optimizer/]: | jei                                | 15.20.0-105            | FORGE    | DEFAULT           | 2024-12-16 04:38:59 |
[18Dec2024 00:48:31.790] [main/INFO] [Mods Optimizer/]: | attributefix                       | 21.0.4                 | FORGE    | DEFAULT           | 2023-11-29 11:27:15 |
[18Dec2024 00:48:31.790] [main/INFO] [Mods Optimizer/]: | commonnetworking                   | 1.0.5-1.20.1           | FORGE    | DEFAULT           | 2024-12-16 04:38:52 |
[18Dec2024 00:48:31.791] [main/INFO] [Mods Optimizer/]: | tacz                               | 1.0.3                  | FORGE    | DEFAULT           | 2024-12-16 04:39:04 |
[18Dec2024 00:48:31.791] [main/INFO] [Mods Optimizer/]: | wom                                | 0.0.0                  | FORGE    | DEFAULT           | 2024-11-10 00:22:09 |
[18Dec2024 00:48:31.792] [main/INFO] [Mods Optimizer/]: | libraryferret                      | 4.0.0                  | FORGE    | DEFAULT           | 2023-06-21 18:22:37 |
[18Dec2024 00:48:31.792] [main/INFO] [Mods Optimizer/]: | caelus                             | 3.2.0+1.20.1           | FORGE    | DEFAULT           | 2024-04-22 00:58:26 |
[18Dec2024 00:48:31.793] [main/INFO] [Mods Optimizer/]: | reap                               | 1.20.1-1.1.2           | FORGE    | DEFAULT           | 2024-08-03 16:05:11 |
[18Dec2024 00:48:31.793] [main/INFO] [Mods Optimizer/]: | waystones                          | 14.1.5                 | FORGE    | DEFAULT           | 2024-08-25 05:44:08 |
[18Dec2024 00:48:31.793] [main/INFO] [Mods Optimizer/]: | epicfight                          | 20.9.5                 | FORGE    | DEFAULT           | 2024-10-29 21:30:48 |
[18Dec2024 00:48:31.794] [main/INFO] [Mods Optimizer/]: | fabledweaponry                     | 1.20.1-1.0.7.5         | FORGE    | DEFAULT           | 2024-05-29 14:55:23 |
[18Dec2024 00:48:31.797] [main/INFO] [Mods Optimizer/]: | artifacts                          | 9.5.11                 | FORGE    | DEFAULT           | 2024-12-16 04:38:52 |
[18Dec2024 00:48:31.797] [main/INFO] [Mods Optimizer/]: | epherolib                          | 0.1.2                  | FORGE    | DEFAULT           | 2023-11-21 20:38:48 |
[18Dec2024 00:48:31.798] [main/INFO] [Mods Optimizer/]: | sereneseasons                      | 9.1.0-0                | FORGE    | DEFAULT           | 2024-10-07 05:05:32 |
[18Dec2024 00:48:31.798] [main/INFO] [Mods Optimizer/]: | badpackets                         | 0.4.3                  | FORGE    | UNKNOWN           | 2024-12-16 04:38:52 |
[18Dec2024 00:48:31.799] [main/INFO] [Mods Optimizer/]: | libx                               | 1.20.1-5.0.12          | FORGE    | DEFAULT           | 2024-12-16 04:38:50 |
[18Dec2024 00:48:31.799] [main/INFO] [Mods Optimizer/]: | thedarkcolour.kotlinforforge       | 0.0.0                  | FORGE    | LIBRARY           | 2024-12-18 00:29:24 |
[18Dec2024 00:48:31.800] [main/INFO] [Mods Optimizer/]: | glitchcore                         | 0.0.0                  | FORGE    | DEFAULT           | 2024-10-06 09:39:40 |
[18Dec2024 00:48:31.800] [main/INFO] [Mods Optimizer/]: | mods_optimizer                     | 2.0.0                  | FORGE    | DEFAULT           | 2024-02-25 20:14:49 |
[18Dec2024 00:48:31.801] [main/INFO] [Mods Optimizer/]: | hopour                             | 1.1.4                  | MIXED    | UNKNOWN           | 2022-07-06 18:05:39 |
[18Dec2024 00:48:31.801] [main/INFO] [Mods Optimizer/]: | impactful                          | 20.8.2                 | FORGE    | DEFAULT           | 2024-08-17 23:26:47 |
[18Dec2024 00:48:31.802] [main/INFO] [Mods Optimizer/]: | mahoutsukai                        | 1.20.1-v1.34.78        | FORGE    | UNKNOWN           | 2024-11-07 17:30:00 |
[18Dec2024 00:48:31.803] [main/INFO] [Mods Optimizer/]: | iceandfire                         | 2.1.13-1.20.1          | FORGE    | DEFAULT           | 2024-08-15 16:28:35 |
[18Dec2024 00:48:31.804] [main/INFO] [Mods Optimizer/]: | kenjiscombatforms                  | 1.1.3                  | FORGE    | DEFAULT           | 2024-09-29 02:21:11 |
[18Dec2024 00:48:31.805] [main/INFO] [Mods Optimizer/]: | wthitharvestability                | 2.2.0                  | FORGE    | DEFAULT           | 2024-12-16 04:39:05 |
[18Dec2024 00:48:31.805] [main/INFO] [Mods Optimizer/]: | azurelib                           | 2.0.39                 | FORGE    | DEFAULT           | 2024-10-04 10:37:47 |
[18Dec2024 00:48:31.806] [main/INFO] [Mods Optimizer/]: | watut                              | 1.20.1-1.1.3           | FORGE    | DEFAULT           | 2024-08-05 02:22:29 |
[18Dec2024 00:48:31.807] [main/INFO] [Mods Optimizer/]: | usefulslime                        | 1.8.1                  | FORGE    | DEFAULT           | 2024-02-03 22:41:22 |
[18Dec2024 00:48:31.808] [main/INFO] [Mods Optimizer/]: | infernalmobs                       | 3.0.0                  | FORGE    | UNKNOWN           | 2024-06-24 23:17:22 |
[18Dec2024 00:48:31.808] [main/INFO] [Mods Optimizer/]: | ironchest                          | 1.20.1-14.4.4          | FORGE    | UNKNOWN           | 2023-06-28 22:26:17 |
[18Dec2024 00:48:31.809] [main/INFO] [Mods Optimizer/]: | mysticalagriculture                | 7.0.12                 | FORGE    | DEFAULT           | 2024-08-01 15:27:17 |
[18Dec2024 00:48:31.810] [main/INFO] [Mods Optimizer/]: | uchicraftana                       | 1.0.1                  | FORGE    | UNKNOWN           | 2024-12-16 04:39:04 |
[18Dec2024 00:48:31.810] [main/INFO] [Mods Optimizer/]: | useless_sword                      | 1.4.1                  | FORGE    | UNKNOWN           | 2024-12-16 04:39:04 |
[18Dec2024 00:48:31.811] [main/INFO] [Mods Optimizer/]: | alexscaves                         | 2.0.2                  | FORGE    | DEFAULT           | 2024-10-26 10:13:03 |
[18Dec2024 00:48:31.812] [main/INFO] [Mods Optimizer/]: | libipn                             | 4.0.2                  | FORGE    | CLIENT            | 2024-12-18 00:41:37 |
[18Dec2024 00:48:31.813] [main/INFO] [Mods Optimizer/]: | terrablender                       | 3.0.1-7                | FORGE    | DEFAULT           | 2024-05-28 09:37:54 |
